last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest
5100000.0,41.5,1,2.8,10.0,19.4,7,0.0,0.0,0.0,9.8,1.0,10643.0,12260.0
4490000.0,43.3,1,3.0,16.0,16.0,11,0.0,0.0,0.0,9.2,2.0,15674.0,15582.0
2750000.0,31.09,1,2.6,9.0,15.66,7,0.0,0.0,0.0,7.0,0.0,22903.0,12525.0
3420000.0,32.9,1,2.5,9.0,17.4,3,0.0,0.0,0.0,7.6,0.0,19832.0,5862.0
7000000.0,86.0,4,3.13,5.0,59.0,5,0.0,0.0,0.0,12.0,0.0,20031.0,2293.0
5000000.0,38.4,1,2.6,12.0,18.7,5,0.0,0.0,0.0,7.9,1.0,35294.0,10352.0
6525000.0,76.0,3,2.95,5.0,48.1,3,0.0,0.0,0.0,13.1,1.0,14737.0,8026.0
7300000.0,77.6,4,2.6,9.0,54.8,4,0.0,0.0,0.0,10.1,0.0,23972.0,11542.0
5400000.0,36.6,1,2.8,17.0,18.5,3,0.0,0.0,0.0,9.5,0.0,44289.0,13868.0
33990000.0,165.8,5,3.58,6.0,102.3,4,0.0,0.0,0.0,21.0,0.0,10797.0,9403.0
4800000.0,43.5,2,2.5,9.0,26.9,1,0.0,0.0,0.0,8.1,0.0,40173.0,11876.0
4500000.0,48.0,1,3.1,5.0,15.2,5,0.0,0.0,0.0,12.0,0.0,19508.0,3585.0
4500000.0,45.8,2,2.5,5.0,29.9,4,0.0,0.0,0.0,7.17,0.0,23990.0,11560.0
4900000.0,33.2,1,2.7,7.0,17.0,6,0.0,0.0,0.0,8.6,1.0,27516.0,9404.0
3800000.0,39.0,1,3.2,5.0,19.0,4,0.0,0.0,0.0,8.0,0.0,13753.0,8521.0
44000000.0,184.7,5,3.55,3.0,123.1,2,0.0,0.0,0.0,29.9,0.0,22417.0,1848.0
2800000.0,30.5,1,2.5,3.0,16.9,3,0.0,0.0,0.0,5.7,1.0,18433.0,17435.0
18500000.0,153.3,5,3.3,5.0,85.1,4,0.0,0.0,0.0,12.9,0.0,24015.0,3847.0
8600000.0,73.0,2,2.75,16.0,41.0,2,0.0,0.0,0.0,11.0,2.0,36353.0,11936.0
7900000.0,91.0,3,2.77,22.0,48.0,21,0.0,0.0,0.0,14.5,1.0,30635.0,11299.0
7800000.0,81.4,2,2.7,5.0,41.1,5,0.0,0.0,0.0,12.6,0.0,22393.0,1381.0
4900000.0,56.0,3,2.55,5.0,37.5,4,0.0,0.0,0.0,7.0,0.0,35522.0,7897.0
11400000.0,90.0,3,2.8,14.0,51.5,11,0.0,0.0,0.0,15.0,0.0,15877.0,14673.0
5500000.0,45.0,2,2.5,9.0,30.0,2,0.0,0.0,0.0,6.0,0.0,19346.0,10878.0
7400000.0,87.0,3,2.6,16.0,50.0,1,0.0,0.0,0.0,12.8,1.0,36791.0,10450.0
8780000.0,104.0,5,3.4,4.0,67.0,2,0.0,0.0,0.0,10.0,0.0,25300.0,5718.0
5900000.0,58.3,2,2.5,13.0,28.4,3,0.0,0.0,0.0,7.2,2.0,48185.0,16165.0
5300000.0,57.5,3,2.5,9.0,39.1,3,0.0,0.0,0.0,6.3,0.0,50421.0,14775.0
4600000.0,34.5,1,2.76,19.0,14.3,19,0.0,0.0,0.0,9.2,2.0,37948.0,14769.0
29999000.0,133.5,3,3.0,15.0,71.7,12,0.0,0.0,0.0,19.8,2.0,31656.0,8733.0
17000000.0,118.0,2,2.6,12.0,56.3,3,0.0,0.0,0.0,15.39,4.0,27179.0,5881.0
4650000.0,45.6,2,2.5,9.0,26.6,2,0.0,0.0,0.0,6.2,2.0,45042.0,18613.0
6690000.0,61.0,3,2.5,9.0,47.0,2,0.0,0.0,0.0,7.1,1.0,29810.0,5956.0
4800000.0,37.0,1,2.65,21.0,15.2,4,0.0,0.0,0.0,8.5,2.0,51320.0,15558.0
3400000.0,38.0,1,2.6,6.0,18.0,1,0.0,0.0,0.0,9.0,2.0,33748.0,12317.0
3500000.0,51.0,2,2.6,9.0,42.0,3,0.0,0.0,0.0,9.0,1.0,26227.0,13066.0
40000000.0,290.0,10,3.5,6.0,189.4,6,0.0,0.0,0.0,30.0,1.0,26229.0,4932.0
29000000.0,162.9,4,3.11,8.0,114.7,7,0.0,0.0,0.0,17.8,2.0,24484.0,5052.0
7375000.0,77.8,4,3.38,4.0,51.0,2,0.0,0.0,0.0,11.9,0.0,24354.0,2469.0
4350000.0,40.0,1,2.65,16.0,16.5,9,0.0,0.0,0.0,9.3,1.0,34324.0,14192.0
46000000.0,129.0,3,3.0,10.0,51.0,8,0.0,0.0,0.0,35.0,2.0,26933.0,5780.0
3075000.0,30.6,1,2.5,9.0,17.7,6,0.0,0.0,0.0,6.2,0.0,21301.0,15307.0
6200000.0,51.8,2,2.65,12.0,30.0,8,0.0,0.0,0.0,10.0,0.0,33080.0,11357.0
5700000.0,48.0,1,2.5,16.0,21.0,4,0.0,0.0,0.0,10.6,0.0,36520.0,12041.0
4800000.0,35.6,1,2.5,17.0,18.5,4,0.0,0.0,0.0,8.6,0.0,9326.0,12721.0
4500000.0,44.1,2,2.5,5.0,27.7,1,0.0,0.0,0.0,5.9,0.0,44207.0,10985.0
4200000.0,38.5,1,2.65,12.0,20.1,11,0.0,0.0,0.0,10.4,0.0,36576.0,11928.0
5490000.0,40.7,1,2.7,17.0,20.3,9,0.0,0.0,0.0,10.1,1.0,34273.0,15372.0
36500000.0,164.2,5,3.35,6.0,82.2,6,0.0,0.0,0.0,21.8,1.0,20375.0,2209.0
22400000.0,113.0,3,3.06,4.0,75.0,1,0.0,0.0,0.0,26.1,0.0,22254.0,649.0
16000000.0,102.0,3,2.76,22.0,55.0,16,0.0,0.0,0.0,21.0,2.0,34463.0,11879.0
3520000.0,48.0,2,2.55,10.0,30.4,9,0.0,0.0,0.0,6.3,0.0,51844.0,16526.0
4990000.0,61.0,3,2.5,9.0,43.6,6,0.0,0.0,0.0,6.3,0.0,45178.0,16742.0
5920000.0,52.2,2,2.55,17.0,31.4,7,0.0,0.0,0.0,8.6,1.0,22549.0,13164.0
5850000.0,51.0,1,3.6,6.0,25.0,6,0.0,0.0,0.0,9.0,1.0,19576.0,3653.0
14500000.0,92.2,3,2.8,12.0,60.0,7,0.0,0.0,0.0,12.0,5.0,34728.0,14597.0
3650000.0,32.0,1,2.5,9.0,17.4,6,0.0,0.0,0.0,8.8,0.0,48328.0,16308.0
3290000.0,30.0,1,2.5,12.0,16.0,6,0.0,0.0,0.0,6.0,2.0,12740.0,9572.0
4600000.0,44.2,2,2.6,9.0,27.3,4,0.0,0.0,0.0,6.6,0.0,27869.0,11677.0
3650000.0,42.4,1,2.7,9.0,16.0,2,0.0,0.0,0.0,11.0,0.0,49907.0,15534.0
5500000.0,55.0,2,2.7,12.0,30.0,10,0.0,0.0,0.0,11.0,2.0,36625.0,12180.0
10767773.0,93.1,3,3.3,16.0,54.09,5,0.0,0.0,0.0,13.9,0.0,37434.0,8460.0
6990000.0,56.0,2,3.0,5.0,34.5,4,0.0,0.0,0.0,8.5,0.0,13547.0,9532.0
5400000.0,44.5,2,2.5,9.0,27.2,6,0.0,0.0,0.0,6.3,0.0,30108.0,7480.0
11300000.0,108.0,4,3.93,5.0,56.0,2,0.0,0.0,0.0,7.6,0.0,23071.0,4336.0
5400000.0,43.7,1,2.76,20.0,18.2,2,0.0,0.0,0.0,14.5,1.0,33386.0,14234.0
3300000.0,32.3,1,2.5,5.0,17.7,1,0.0,0.0,0.0,6.0,0.0,14507.0,8277.0
3600000.0,41.3,2,2.5,5.0,27.4,4,0.0,0.0,0.0,6.0,0.0,21033.0,11556.0
6233148.0,49.2,1,3.1,16.0,18.95,7,0.0,0.0,0.0,13.6,0.0,37407.0,8434.0
4730000.0,58.4,3,2.55,9.0,37.4,8,0.0,0.0,0.0,7.0,0.0,31657.0,12662.0
4850000.0,55.0,3,2.55,5.0,40.0,1,0.0,0.0,0.0,7.0,0.0,35643.0,9886.0
5600000.0,61.0,2,2.8,4.0,40.0,2,0.0,0.0,0.0,6.0,0.0,36466.0,9443.0
6615000.0,56.5,2,3.0,5.0,35.0,5,0.0,0.0,0.0,8.4,0.0,30896.0,4396.0
5100000.0,60.0,3,2.6,9.0,38.2,5,0.0,0.0,0.0,8.0,0.0,28508.0,11878.0
8900000.0,102.3,3,3.4,6.0,65.0,6,0.0,0.0,0.0,14.8,0.0,23955.0,5089.0
10700000.0,83.0,2,3.0,25.0,45.0,11,0.0,0.0,0.0,17.0,4.0,12838.0,11477.0
11200000.0,131.5,4,3.11,5.0,88.2,2,0.0,0.0,0.0,10.4,0.0,25387.0,4235.0
3890000.0,41.0,1,2.6,8.0,19.0,7,0.0,0.0,0.0,11.0,2.0,21578.0,14308.0
5500000.0,55.3,2,2.65,12.0,32.6,10,0.0,0.0,0.0,10.3,2.0,21426.0,23138.0
4600000.0,61.0,3,2.6,9.0,43.5,9,0.0,0.0,0.0,6.5,1.0,13744.0,14822.0
3250000.0,41.9,1,2.6,18.0,18.8,16,0.0,0.0,0.0,10.4,0.0,37636.0,14479.0
4450000.0,42.0,2,2.5,9.0,28.0,2,0.0,0.0,0.0,8.0,0.0,11669.0,11597.0
5990000.0,55.0,2,2.7,12.0,33.0,9,0.0,0.0,0.0,10.0,1.0,32394.0,12456.0
11980000.0,89.7,2,2.65,7.0,33.7,6,0.0,0.0,0.0,35.6,0.0,28008.0,6855.0
6200000.0,54.5,2,2.6,17.0,29.5,11,0.0,0.0,0.0,8.5,1.0,15398.0,17004.0
7200000.0,59.5,3,2.5,9.0,41.3,5,0.0,0.0,0.0,6.1,1.0,15787.0,11637.0
8825000.0,98.0,4,2.6,9.0,61.0,7,0.0,0.0,0.0,12.0,3.0,21068.0,15362.0
8950000.0,112.0,3,2.9,9.0,52.0,4,0.0,0.0,0.0,20.0,1.0,10997.0,11082.0
2700000.0,26.69,1,2.78,19.0,17.4,3,0.0,0.0,0.0,3.0,1.0,34155.0,15319.0
4000000.0,39.0,2,3.1,5.0,25.9,1,0.0,0.0,0.0,5.4,0.0,22276.0,853.0
4200000.0,39.4,1,2.65,14.0,20.2,1,0.0,0.0,0.0,8.5,0.0,33877.0,14921.0
13300000.0,146.1,6,3.09,6.0,103.6,2,0.0,0.0,0.0,18.3,0.0,22360.0,3831.0
4270000.0,39.0,1,2.7,12.0,20.1,11,0.0,0.0,0.0,8.0,1.0,34398.0,15442.0
3600000.0,42.2,2,2.6,5.0,26.7,3,0.0,0.0,0.0,6.0,1.0,19652.0,15671.0
5850000.0,70.0,3,2.55,9.0,43.0,1,0.0,0.0,0.0,8.4,2.0,12421.0,11643.0
13650000.0,105.0,3,2.8,25.0,60.0,5,0.0,0.0,0.0,15.4,1.0,13594.0,16186.0
6500000.0,60.6,3,2.5,9.0,43.5,1,0.0,0.0,0.0,6.2,0.0,51038.0,15148.0
4250000.0,34.2,1,2.75,16.0,15.6,5,0.0,0.0,0.0,10.3,0.0,12199.0,12111.0
8500000.0,90.0,4,2.5,9.0,59.1,4,0.0,0.0,0.0,7.5,1.0,30003.0,7037.0
5000000.0,37.0,1,2.65,12.0,17.0,5,0.0,0.0,0.0,10.0,2.0,11125.0,14501.0
7300000.0,72.0,2,2.75,14.0,38.0,14,0.0,0.0,0.0,13.0,2.0,10997.0,11082.0
3499000.0,36.0,1,2.7,12.0,19.8,6,0.0,0.0,0.0,8.0,0.0,29906.0,12738.0
3400000.0,42.3,2,2.5,5.0,27.5,1,0.0,0.0,0.0,5.7,0.0,42160.0,10983.0
18480000.0,128.2,4,2.8,6.0,79.3,5,0.0,0.0,0.0,17.2,0.0,17720.0,16722.0
10510000.0,95.8,4,2.8,5.0,65.0,4,0.0,0.0,0.0,13.0,0.0,22068.0,3334.0
7200000.0,55.0,2,2.7,18.0,32.5,4,0.0,0.0,0.0,9.0,2.0,16170.0,15234.0
6100000.0,50.7,2,2.7,16.0,28.9,13,0.0,0.0,0.0,8.0,0.0,31670.0,12179.0
9100000.0,93.4,3,2.75,20.0,52.0,14,0.0,0.0,0.0,12.9,0.0,36410.0,14528.0
3770000.0,37.0,1,2.9,6.0,17.2,3,0.0,0.0,0.0,8.5,0.0,29694.0,4947.0
14700000.0,180.0,6,3.0,6.0,126.0,5,0.0,0.0,0.0,20.0,0.0,23955.0,5089.0
7120000.0,69.9,3,2.64,12.0,42.0,9,0.0,0.0,0.0,10.8,0.0,35232.0,11860.0
4200000.0,40.0,1,2.8,19.0,19.0,12,0.0,0.0,0.0,11.0,2.0,38092.0,14935.0
4100000.0,58.0,3,2.52,7.0,48.0,5,0.0,0.0,0.0,5.7,2.0,35890.0,9841.0
6500000.0,67.4,3,2.65,17.0,40.1,6,0.0,0.0,0.0,10.3,1.0,33745.0,14844.0
14998000.0,118.0,3,2.7,23.0,50.0,3,0.0,0.0,0.0,17.0,2.0,40841.0,12544.0
8200000.0,64.0,2,2.75,20.0,32.5,9,0.0,0.0,0.0,12.0,5.0,7659.0,13841.0
5100000.0,54.0,2,2.65,10.0,31.7,3,0.0,0.0,0.0,9.2,2.0,35408.0,15710.0
11100000.0,88.4,4,3.5,4.0,60.7,2,0.0,0.0,0.0,7.7,0.0,22181.0,729.0
3880000.0,37.4,1,2.5,14.0,21.3,12,0.0,0.0,0.0,7.8,0.0,43961.0,16464.0
15098000.0,79.2,2,3.0,8.0,35.3,3,0.0,0.0,0.0,15.5,0.0,25490.0,6597.0
8600000.0,88.6,3,3.22,5.0,59.8,5,0.0,0.0,0.0,14.0,0.0,20324.0,3440.0
10200000.0,95.0,4,3.12,6.0,61.7,2,0.0,0.0,0.0,15.0,0.0,25158.0,5726.0
3150000.0,30.7,1,2.5,5.0,16.4,1,0.0,0.0,0.0,5.3,0.0,16925.0,17162.0
9450000.0,98.0,3,3.2,4.0,59.2,4,0.0,0.0,0.0,13.0,0.0,9859.0,13105.0
4440000.0,40.5,1,2.64,17.0,19.0,15,0.0,0.0,0.0,10.6,0.0,32796.0,11871.0
8560000.0,98.5,3,2.7,10.0,55.8,8,0.0,0.0,0.0,15.2,4.0,16823.0,16731.0
7200000.0,61.6,2,2.7,6.0,35.1,4,0.0,0.0,0.0,11.6,0.0,19826.0,2142.0
3800000.0,44.8,2,2.51,7.0,28.5,5,0.0,0.0,0.0,5.8,1.0,19278.0,14903.0
5470000.0,38.0,1,3.0,9.0,17.0,5,0.0,0.0,0.0,10.0,0.0,36252.0,10354.0
3200000.0,32.3,1,2.5,9.0,17.8,8,0.0,0.0,0.0,6.2,0.0,37652.0,10124.0
11475975.0,112.2,4,2.7,11.0,72.1,3,0.0,0.0,0.0,12.0,0.0,23808.0,5332.0
3850000.0,42.0,1,2.8,17.0,17.0,8,0.0,0.0,0.0,12.0,0.0,15839.0,14635.0
3200000.0,32.0,1,2.5,9.0,14.0,1,0.0,0.0,0.0,9.0,0.0,41275.0,11489.0
8750000.0,90.0,3,2.8,5.0,61.8,4,0.0,0.0,0.0,9.0,0.0,23823.0,4391.0
3950000.0,46.8,2,2.5,9.0,27.7,5,0.0,0.0,0.0,6.8,0.0,44180.0,14253.0
4200000.0,46.2,2,2.55,9.0,30.0,2,0.0,0.0,0.0,8.0,1.0,14539.0,13335.0
6500000.0,72.0,3,2.7,4.0,48.2,4,0.0,0.0,0.0,10.6,0.0,20713.0,1755.0
6700000.0,82.0,3,3.05,5.0,55.6,1,0.0,0.0,0.0,9.0,0.0,22108.0,10698.0
10500000.0,69.0,2,2.68,9.0,33.0,4,0.0,0.0,0.0,15.0,0.0,27370.0,6072.0
29000000.0,193.0,3,3.35,6.0,111.0,3,0.0,0.0,0.0,42.0,0.0,24564.0,4782.0
3500000.0,43.9,1,2.7,16.0,18.2,1,0.0,0.0,0.0,11.6,0.0,18863.0,16028.0
7200000.0,54.4,2,3.0,7.0,32.0,7,0.0,0.0,0.0,8.3,0.0,10454.0,10365.0
3800000.0,35.0,1,2.5,9.0,18.0,3,0.0,0.0,0.0,8.0,0.0,49121.0,16790.0
10648000.0,69.71,2,3.0,8.0,31.2,6,0.0,0.0,0.0,24.0,1.0,34033.0,4768.0
2700000.0,29.0,1,2.55,12.0,16.0,8,0.0,0.0,0.0,6.3,2.0,16363.0,16271.0
5600000.0,41.0,1,2.7,16.0,16.5,12,0.0,0.0,0.0,12.0,1.0,12581.0,13821.0
5550000.0,38.2,1,2.75,27.0,17.6,5,0.0,0.0,0.0,10.1,0.0,33977.0,15076.0
6690000.0,65.0,2,2.75,25.0,30.5,22,0.0,0.0,0.0,10.3,1.0,38786.0,15658.0
4400000.0,54.7,3,2.5,5.0,41.0,1,0.0,0.0,0.0,8.0,0.0,30489.0,10230.0
33000000.0,191.0,5,2.75,23.0,102.0,4,0.0,0.0,0.0,15.0,1.0,30954.0,8248.0
3800000.0,41.2,2,2.51,5.0,26.1,2,0.0,0.0,0.0,5.7,1.0,11282.0,10915.0
9150000.0,80.0,2,2.8,27.0,39.0,22,0.0,0.0,0.0,12.6,1.0,52212.0,16802.0
5700000.0,48.0,2,3.0,5.0,31.0,5,0.0,0.0,0.0,8.0,1.0,39136.0,9974.0
5200000.0,60.0,2,2.6,16.0,31.0,4,0.0,0.0,0.0,14.0,0.0,42165.0,21481.0
8590000.0,62.1,2,2.55,10.0,33.5,6,0.0,0.0,0.0,13.4,1.0,11022.0,12679.0
3780000.0,45.0,2,2.55,9.0,27.6,8,0.0,0.0,0.0,8.8,0.0,40862.0,11045.0
22160000.0,277.6,7,3.8,6.0,211.0,3,0.0,0.0,0.0,17.8,0.0,25761.0,5671.0
7500000.0,98.0,4,3.0,4.0,68.0,2,0.0,0.0,0.0,10.0,0.0,19296.0,4400.0
2580000.0,31.1,1,2.5,5.0,18.0,3,0.0,0.0,0.0,5.4,0.0,16862.0,9743.0
6000000.0,55.0,2,2.66,16.0,31.0,7,0.0,0.0,0.0,11.0,0.0,13848.0,15079.0
13800000.0,114.0,4,2.7,10.0,77.0,7,0.0,0.0,0.0,10.0,2.0,23617.0,5223.0
8900000.0,80.5,3,2.57,16.0,47.0,11,0.0,0.0,0.0,10.0,2.0,23435.0,14739.0
4600000.0,45.6,2,2.5,5.0,32.0,1,0.0,0.0,0.0,6.0,0.0,27614.0,7881.0
11820000.0,118.2,3,2.95,5.0,83.6,5,0.0,0.0,0.0,12.6,0.0,22697.0,3962.0
4600000.0,50.0,2,2.6,12.0,27.1,3,0.0,0.0,0.0,7.4,1.0,15026.0,17474.0
5200000.0,53.6,1,2.7,14.0,19.65,4,0.0,0.0,0.0,13.95,2.0,42901.0,9267.0
21321556.0,170.9,4,3.3,16.0,94.89,7,0.0,0.0,0.0,19.45,0.0,37434.0,8460.0
6870000.0,63.0,2,2.6,25.0,32.0,22,0.0,0.0,0.0,10.4,0.0,7026.0,13242.0
4450000.0,36.8,1,2.65,10.0,17.7,9,0.0,0.0,0.0,8.2,0.0,35983.0,16285.0
6800000.0,58.4,2,3.0,5.0,34.2,2,0.0,0.0,0.0,9.9,0.0,20342.0,15143.0
5590000.0,59.5,2,2.52,4.0,36.7,1,0.0,0.0,0.0,9.9,0.0,21545.0,5937.0
4990000.0,63.0,3,2.65,9.0,41.0,3,0.0,0.0,0.0,7.0,1.0,17075.0,16077.0
4950000.0,55.3,2,2.75,12.0,32.7,8,0.0,0.0,0.0,10.1,0.0,29135.0,11562.0
6800000.0,70.0,3,2.7,12.0,42.0,12,0.0,0.0,0.0,10.7,1.0,32899.0,11354.0
4200000.0,45.9,1,2.6,10.0,18.5,8,0.0,0.0,0.0,13.4,2.0,32829.0,13993.0
5100000.0,60.1,3,2.5,9.0,43.0,6,0.0,0.0,0.0,6.2,2.0,44967.0,17205.0
8900000.0,93.0,3,4.0,7.0,49.0,6,0.0,0.0,0.0,15.0,0.0,24000.0,5141.0
5400000.0,91.0,4,2.5,5.0,64.4,1,0.0,0.0,0.0,7.0,0.0,22887.0,17457.0
12700000.0,65.2,2,2.75,16.0,33.9,10,0.0,0.0,0.0,11.7,1.0,44184.0,12972.0
5450000.0,72.0,3,2.6,9.0,43.0,8,0.0,0.0,0.0,8.0,1.0,25413.0,14112.0
3550000.0,31.0,1,2.5,9.0,17.0,9,0.0,0.0,0.0,9.0,1.0,26164.0,13715.0
4400000.0,42.9,1,2.6,10.0,17.6,1,0.0,0.0,0.0,10.8,0.0,35668.0,10255.0
8100000.0,93.0,4,3.0,3.0,73.0,1,0.0,0.0,0.0,10.0,1.0,21115.0,5470.0
5850000.0,77.8,4,2.6,9.0,54.5,1,0.0,0.0,0.0,9.8,5.0,14128.0,17073.0
4200000.0,47.3,2,2.5,16.0,27.0,7,0.0,0.0,0.0,7.2,1.0,48092.0,16072.0
10200000.0,90.0,3,2.8,10.0,57.4,3,0.0,0.0,0.0,13.6,4.0,38184.0,11755.0
3800000.0,42.0,2,2.5,5.0,27.0,1,0.0,0.0,0.0,5.5,0.0,13378.0,13290.0
5750000.0,60.0,2,2.6,9.0,32.4,6,0.0,0.0,0.0,8.6,0.0,40305.0,12810.0
5200000.0,67.1,3,3.0,5.0,54.0,1,0.0,0.0,0.0,7.2,0.0,29761.0,8603.0
6500000.0,55.8,2,3.2,6.0,33.4,4,0.0,0.0,0.0,7.3,0.0,31610.0,3234.0
4100000.0,43.0,2,2.5,5.0,28.0,3,0.0,0.0,0.0,6.5,0.0,42413.0,14916.0
4900000.0,65.0,3,2.5,14.0,41.7,1,0.0,0.0,0.0,7.8,0.0,36909.0,10659.0
3350000.0,28.0,1,2.5,5.0,15.0,1,0.0,0.0,0.0,5.0,0.0,11086.0,10745.0
9000000.0,55.0,2,3.0,7.0,33.0,5,0.0,0.0,0.0,10.0,1.0,19505.0,14770.0
39990000.0,67.7,3,3.1,7.0,42.9,6,0.0,0.0,0.0,9.0,0.0,25685.0,2136.0
4400000.0,34.0,1,2.7,24.0,16.0,4,0.0,0.0,0.0,12.0,1.0,36784.0,11718.0
9999000.0,67.7,2,2.8,17.0,36.5,16,0.0,0.0,0.0,13.5,0.0,33557.0,14656.0
5450000.0,62.3,3,2.5,9.0,42.1,9,0.0,0.0,0.0,8.2,1.0,45531.0,19103.0
4500000.0,34.0,1,2.65,17.0,16.0,11,0.0,0.0,0.0,9.0,1.0,13172.0,11969.0
6850000.0,58.0,2,2.8,5.0,38.0,4,0.0,0.0,0.0,7.5,0.0,23823.0,4391.0
4650000.0,57.5,2,2.8,10.0,30.0,8,0.0,0.0,0.0,12.0,5.0,26510.0,14301.0
23800000.0,149.0,4,3.4,5.0,91.0,4,0.0,0.0,0.0,28.0,1.0,25419.0,3994.0
3750000.0,45.5,2,2.52,5.0,31.0,4,0.0,0.0,0.0,6.5,1.0,41882.0,14386.0
4990000.0,48.0,2,2.5,9.0,30.1,9,0.0,0.0,0.0,8.8,1.0,50943.0,13016.0
10500000.0,78.0,2,2.75,16.0,46.0,16,0.0,0.0,0.0,12.2,2.0,17430.0,14791.0
9530000.0,90.0,3,3.15,5.0,64.0,3,0.0,0.0,0.0,9.0,4.0,27566.0,6998.0
4950000.0,67.0,5,2.6,5.0,51.2,1,0.0,0.0,0.0,7.5,0.0,12109.0,12035.0
43000000.0,172.0,4,3.0,8.0,103.0,3,0.0,0.0,0.0,17.0,0.0,26407.0,5254.0
7200000.0,67.0,2,2.75,4.0,27.2,4,0.0,0.0,0.0,11.8,0.0,23897.0,4465.0
4900000.0,46.0,2,2.5,5.0,31.0,3,0.0,0.0,0.0,6.4,0.0,27372.0,8080.0
6500000.0,68.4,3,2.55,9.0,43.8,3,0.0,0.0,0.0,8.7,0.0,25221.0,14442.0
3650000.0,46.5,2,2.6,5.0,28.0,1,0.0,0.0,0.0,7.6,0.0,18522.0,15612.0
2700000.0,33.2,1,2.55,17.0,16.3,16,0.0,0.0,0.0,8.6,0.0,22549.0,13164.0
2940000.0,30.3,1,2.5,9.0,17.6,7,0.0,0.0,0.0,6.1,0.0,43661.0,16165.0
3100000.0,23.0,1,2.8,9.0,12.6,1,0.0,0.0,0.0,5.0,2.0,11813.0,11881.0
6400000.0,54.0,1,3.0,23.0,22.62,16,0.0,0.0,0.0,14.0,1.0,34967.0,14640.0
5550000.0,45.0,1,2.75,7.0,20.0,7,0.0,0.0,0.0,12.0,1.0,22522.0,9861.0
4200000.0,45.3,2,2.55,5.0,30.4,1,0.0,0.0,0.0,7.5,0.0,15191.0,13732.0
3900000.0,32.0,1,2.75,19.0,14.8,4,0.0,0.0,0.0,8.1,1.0,11056.0,15014.0
2900000.0,32.2,1,2.5,9.0,17.7,7,0.0,0.0,0.0,6.2,2.0,18126.0,18033.0
7000000.0,52.8,2,2.7,16.0,28.900002,13,1.0,0.0,0.0,9.5,1.0,8426.0,12082.0
6507813.0,62.5,1,3.0,23.0,22.5,5,0.0,0.0,0.0,10.51,0.0,10275.0,13875.0
6550000.0,61.0,2,2.7,24.0,36.0,23,0.0,0.0,0.0,11.1,2.0,7083.0,13298.0
5230000.0,61.8,3,2.6,9.0,39.4,2,0.0,0.0,0.0,9.4,0.0,13247.0,15838.0
4150000.0,30.8,1,2.6,17.0,15.4,3,0.0,0.0,0.0,8.7,0.0,32968.0,14132.0
6250000.0,87.0,2,2.85,16.0,44.0,13,0.0,0.0,0.0,16.2,0.0,36897.0,10647.0
7500000.0,61.0,2,2.82,5.0,37.3,4,0.0,0.0,0.0,7.3,0.0,23528.0,3094.0
4100000.0,35.3,1,2.75,27.0,8.5,11,0.0,0.0,0.0,16.1,2.0,33977.0,15076.0
6800000.0,68.0,2,2.5,9.0,39.0,2,0.0,0.0,0.0,9.0,5.0,28005.0,9894.0
4300000.0,31.0,1,2.55,9.0,15.5,3,0.0,0.0,0.0,8.1,0.0,47037.0,14774.0
6315000.0,42.0,1,3.0,18.0,16.0,7,0.0,0.0,0.0,16.0,0.0,18649.0,17652.0
9380000.0,67.0,2,2.8,27.0,34.8,25,0.0,0.0,0.0,14.1,0.0,51299.0,14592.0
6700000.0,58.4,2,2.5,9.0,46.4,1,0.0,0.0,0.0,12.0,0.0,50604.0,15435.0
8500000.0,83.0,3,2.65,16.0,54.0,14,0.0,0.0,0.0,11.5,1.0,28698.0,13286.0
5500000.0,58.8,3,2.5,5.0,40.0,5,0.0,0.0,0.0,6.0,2.0,40249.0,12753.0
5250000.0,64.0,3,2.6,16.0,40.0,1,0.0,0.0,0.0,8.0,0.0,14957.0,13753.0
4928000.0,37.1,1,2.83,10.0,20.0,2,0.0,0.0,0.0,8.5,2.0,39892.0,15176.0
10660000.0,66.1,2,2.82,7.0,26.3,2,0.0,0.0,0.0,24.3,1.0,17720.0,16722.0
3100000.0,33.3,1,2.6,14.0,18.0,6,0.0,0.0,0.0,8.0,1.0,32457.0,12966.0
4500000.0,42.1,1,2.57,12.0,21.0,5,0.0,0.0,0.0,9.7,1.0,37715.0,12612.0
2800000.0,28.8,1,2.6,9.0,14.0,4,0.0,0.0,0.0,6.0,0.0,13282.0,14747.0
5900000.0,45.1,1,2.73,25.0,19.2,19,0.0,0.0,0.0,11.5,2.0,36533.0,9289.0
3400000.0,27.0,2,2.5,15.0,9.0,4,0.0,0.0,0.0,16.0,0.0,50246.0,16444.0
3150000.0,31.4,1,2.53,12.0,16.6,10,0.0,0.0,0.0,7.1,0.0,33010.0,10565.0
12500000.0,97.4,3,2.75,25.0,47.0,3,0.0,0.0,0.0,15.4,5.0,35257.0,14772.0
6200000.0,64.3,3,2.5,9.0,41.9,1,0.0,0.0,0.0,8.5,0.0,30465.0,7498.0
3790000.0,33.0,1,2.5,7.0,18.0,2,0.0,0.0,0.0,5.6,0.0,27455.0,8621.0
9400000.0,94.0,3,3.15,6.0,61.8,4,0.0,0.0,0.0,12.2,0.0,27578.0,9466.0
